,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
7492,RANGE_INTERPOLATED,"3404 Kilmer Dr, Burlington, ON L7M 4M2, Canada",Ei4zNDA0IEtpbG1lciBEciwgQnVybGluZ3RvbiwgT04gTDdNIDRNMiwgQ2FuYWRhIhsSGQoUChIJz4Zt6wthK4gRIeAtsv-A0-wQzBo,3404 KILMER DRIVE,43.3774769,-79.8027761,1,L7M 4M2,OK,street_address
7493,ROOFTOP,"16 Hulse St, Throop, PA 18512, USA",ChIJ_UUBeX7ZxIkRU79sx_iPhy0,16 HULSE STREET,41.4436241,-75.6231956,2,18512,OK,premise
7494,ROOFTOP,"4817 Arroyo Trail, Louisville, KY 40229, USA",ChIJR_4p-7kIaYgRNlir6ODrlak,4817 Arroyo Trail,38.0851128,-85.6740474,1,40229,OK,premise
7495,ROOFTOP,"227 Vanderbilt Dr, Lake Worth, FL 33460, USA",ChIJfVYD1YHX2IgRdSPlfpgWGrQ,227 VANDERBILT DRIVE,26.6390256,-80.0536451,2,33460,OK,premise
7496,ROOFTOP,"53 Wisner Ave, Middletown, NY 10940, USA",ChIJlQSXxJsyw4kRLv_nRurRfIo,53 WISNER AVE,41.4583366,-74.4134255,1,10940,OK,premise
7497,ROOFTOP,"34056 Stanley St, Slidell, LA 70460, USA",ChIJleGFD8jknYgRRefd6WnoCGs,34056 STANLEY,30.274997,-89.84161,1,70460,OK,street_address
7498,ROOFTOP,"12 Pine Burr Rd, Asheville, NC 28806, USA",ChIJ_boDCkGMWYgRB5sG3h0LUMs,12 PINE BURR RD,35.5777799,-82.6229986,2,28806,OK,premise
7499,ROOFTOP,"4500 Benner St, Philadelphia, PA 19135, USA",ChIJ7Wyxcta1xokRAVFuwzDS27Y,4500 BENNER STREET,40.0204074,-75.0595746,1,19135,OK,premise
7500,ROOFTOP,"347 S Orange St, Orange, CA 92866, USA",ChIJQe1oYOjZ3IARCaA5mQxnJF0,347 ORANGE STREET,33.7833246,-117.8518263,1,92866,OK,premise
7501,ROOFTOP,"11 Spittler Rd, Pine Grove, PA 17963, USA",ChIJVzz6phj5xYkRPTuhIPEkodM,11 SPITTLER ROAD,40.5750529,-76.40331,1,17963,OK,street_address
7502,RANGE_INTERPOLATED,"156 E 4th St, New York, NY 10009, USA",EiUxNTYgRSA0dGggU3QsIE5ldyBZb3JrLCBOWSAxMDAwOSwgVVNBIhsSGQoUChIJWxYC3oJZwokRLD_GMPM28dsQnAE,156 EAST 4TH STREET,40.7249055,-73.9863339,2,10009,OK,street_address
7503,ROOFTOP,"1950 O St, Greeley, CO 80631, USA",ChIJqTTVQ6mjbocRq7Fj8WDPyyE,1950 O Street,40.4513237,-104.7083944,2,80631,OK,street_address
7504,RANGE_INTERPOLATED,"212 Centennial Ave, Piscataway, NJ 08854, USA",Ei0yMTIgQ2VudGVubmlhbCBBdmUsIFBpc2NhdGF3YXksIE5KIDA4ODU0LCBVU0EiGxIZChQKEgkl9EP1U8fDiRHS7uKB76U9jhDUAQ,212 Centennial Ave,40.5442605,-74.4948031,2,8854,OK,street_address
7505,ROOFTOP,"8357 W County Rd 300 N, Falmouth, IN 46127, USA",ChIJF9bXrabHaogRHEFUUVCB0Uc,8357 West County Road 300 North,39.685262,-85.298433,1,46127,OK,street_address
7506,ROOFTOP,"2644 Fairhaven Dr, Indianapolis, IN 46229, USA",ChIJJ2f-cxNJa4gRSydSa_2mDWA,2644 N. Fairhaven Dr.,39.8070191,-85.9856619,1,46229,OK,premise
7507,ROOFTOP,"2901 Clermont Farms Rd, Bethel, OH 45106, USA",ChIJYRNdgpISQYgR3bxKjHX433Q,2901 CLERMONT FARM ROAD,38.8692128,-84.0823419,1,45106,OK,street_address
7508,RANGE_INTERPOLATED,"402 Calhoun St, Fort Worth, TX 76102, USA",Eik0MDIgQ2FsaG91biBTdCwgRm9ydCBXb3J0aCwgVFggNzYxMDIsIFVTQSIbEhkKFAoSCXlmMWM_cU6GEXLPNDJmW2eTEJID,402 Calhoun Street,32.7558516,-97.3300284,2,76102,OK,street_address
7509,ROOFTOP,"721 W Midway St, Broken Arrow, OK 74012, USA",ChIJ55tlquyLtocRds8ITdkUZzM,721 W. MIDWAY ST.,36.0578182,-95.7985338,1,74012,OK,premise
7510,ROOFTOP,"2936 Cory Ave, Akron, OH 44314, USA",ChIJT-tKFE7UMIgRiwVNZrX-DCc,2936 Cory Avenue,41.0233601,-81.5663052,1,44314,OK,premise
7511,ROOFTOP,"416 Seventh Ave, Pittsburgh, PA 15219, USA",ChIJk7wkOFjxNIgR0vU27l8dtVw,416 7TH AVENUE,40.442067,-79.9963247,3,15219,OK,premise
7512,ROOFTOP,"2170 E Baseline Rd #138, Phoenix, AZ 85042, USA",ChIJg1-D-e0PK4cRlmOmF8ak-TI,138 BASELINE ROAD,33.3793666,-112.0323887,1,85042,OK,"establishment,point_of_interest,store"
7513,ROOFTOP,"724 Rodgers Dr #726, Springfield, OH 45503, USA",ChIJRxDY2VBaP4gRqssqszlA_5Y,724-726 Rodgers,39.9328458,-83.7966981,1,45503,OK,subpremise
7514,ROOFTOP,"1441 Judy Ln, Monroeville, PA 15146, USA",ChIJQ0ZzX13pNIgRPEv16GuGF6k,1441 JUDY LN,40.4183749,-79.8073021,2,15146,OK,premise
7515,ROOFTOP,"394 Penobscot Ave, Millinocket, ME 04462, USA",ChIJyWN4A2OzukwRemQ8ODfTyHs,394 PENOBSCOT AVENUE,45.6609377,-68.7095273,1,4462,OK,street_address
7516,ROOFTOP,"1329 S Taylor St, Philadelphia, PA 19146, USA",ChIJVxHKv27GxokRUepRshhMggw,1329 S TAYLOR ST,39.9357148,-75.1850096,1,19146,OK,premise
7517,ROOFTOP,"2719 SE Brevard Ave, Port St. Lucie, FL 34952, USA",ChIJBXijni_m3ogRGk1sGu4bfeY,2719 SOUTHEAST BREVARD AVENUE,27.2675243,-80.2680887,1,34952,OK,premise
7518,ROOFTOP,"384 Ultimo Ave, Long Beach, CA 90814, USA",ChIJ6SolndIx3YAR_5b0kmmSnTw,384 ULTIMO AVENUE,33.7711081,-118.1238902,1,90814,OK,premise
7519,ROOFTOP,"2126 Barbano Ct, Antioch, CA 94509, USA",ChIJ0e-qNDZYhYARj_LS4jlLCzs,2126 BARBANO STREET,37.9817473,-121.8323969,1,94509,OK,premise
7520,ROOFTOP,"12654 Rexton St, Norwalk, CA 90650, USA",ChIJu4GSCtUs3YARxDIgCLATK0Y,12654 REXTON STREET,33.9048644,-118.0638902,1,90650,OK,premise
7521,ROOFTOP,"223-14 145th Rd, Jamaica, NY 11413, USA",ChIJ1feJkphmwokR7-s3SPfWPCE,223-14 145TH ROAD,40.662222,-73.755807,1,11413,OK,street_address
7522,ROOFTOP,"12688 NW 9th Way, Miami, FL 33182, USA",ChIJN4gWPvu-2YgRhgyNEGWmYSM,12688 NW 9TH WAY,25.7785616,-80.4006022,1,33182,OK,premise
7523,ROOFTOP,"17211 Wall St, Carson, CA 90746, USA",ChIJdcWrlMHKwoARDq1XPe2Xcfs,17211 WALL STREET,33.8751677,-118.2713683,1,90746,OK,premise
7524,ROOFTOP,"5325 15th Ave S, Gulfport, FL 33707, USA",ChIJM_p3SpPiwogRbkZiihdpJRs,5325 15TH AVENUE,27.7558034,-82.7064072,1,33707,OK,premise
7525,ROOFTOP,"7430 Lindell Ave, Pico Rivera, CA 90660, USA",ChIJ11V9UgPSwoAR3ARBJHdpszM,7430 LINDELL AVE.,33.9758815,-118.1007689,1,90660,OK,premise
7526,ROOFTOP,"13920 Casimir Ave, Gardena, CA 90249, USA",ChIJGRnCTZW1woARLAQ0TnvchaQ,13920 CASIMIR AVENUE,33.9046317,-118.3220174,1,90249,OK,premise
7527,ROOFTOP,"835 W 104th Pl, Los Angeles, CA 90044, USA",ChIJzZSCHfvJwoAR-dT2jAhYw_o,835 WEST 104TH PLACE,33.9417331,-118.2906889,1,90044,OK,premise
7528,ROOFTOP,"159 Donhaven Dr, New Castle, DE 19720, USA",ChIJPxgZee4Cx4kRWxyn0N_PaIs,159 DONHAVEN DRIVE,39.7026841,-75.5601706,1,19720,OK,premise
7529,ROOFTOP,"1123 Ranger Ridge Rd, Lusby, MD 20657, USA",ChIJWeiNmNDZuYkRGnUWpQuEcEk,1123 RANGER RIDGE RD,38.352283,-76.398956,1,20657,OK,street_address
7530,ROOFTOP,"8660 Sunnybrae Dr, Sacramento, CA 95823, USA",ChIJR9NCNw_GmoARs0lJrvm6iXQ,8660 SUNNYBRAE DRIVE,38.4461049,-121.4324576,1,95823,OK,premise
7531,,,,,,,,,,
7532,ROOFTOP,"7708 NE 105th Ct, Vancouver, WA 98662, USA",ChIJAwrVhCWwlVQRY9cb4UnCVfU,7708 NE 105TH COURT,45.6785872,-122.5653575,1,98662,OK,premise
7533,ROOFTOP,"10241 Las Terrazas Dr, Houston, TX 77075, USA",ChIJDzxO9BiXQIYRWp_xytlE72s,10241 LAS TERRAZAS DRIVE,29.617089,-95.2608124,1,77075,OK,premise
7534,ROOFTOP,"18500 Riegel Rd, Homewood, IL 60430, USA",ChIJs-CCDvQYDogRgrGJ6uwY7Jk,18500 RIEGEL RD,41.5532831,-87.6536237,1,60430,OK,premise
7535,ROOFTOP,"14277 Pintail Loop, Corona, CA 92880, USA",ChIJz31P4SrK3IARkNxzgeikkBY,14277 PINTAIL LOOP,33.9420489,-117.5947522,1,92880,OK,premise
7536,ROOFTOP,"105 Whistling Wood Ct, Accokeek, MD 20607, USA",ChIJc4DGTgCmt4kRcbiTTSliny0,105 WHISTLING WOOD COURT,38.6746601,-77.0085403,1,20607,OK,premise
7537,ROOFTOP,"1304 Kings Crest Dr, Stafford, VA 22554, USA",ChIJZZ1WGg7wtokRqcldBlhXMH8,1304 KINGS CREST DRIVE,38.4857682,-77.3892884,1,22554,OK,premise
7538,ROOFTOP,"1933 S 9th Ave, Maywood, IL 60153, USA",ChIJIw8mSnA1DogRap_hdH6epUg,1933 SOUTH 9TH AVENUE,41.86833,-87.842986,1,60153,OK,street_address
7539,ROOFTOP,"2301 Thomas Rd, Fort Worth, TX 76117, USA",ChIJ9xq2_-J5ToYRGSYDlvA-2vU,2301 THOMAS ROAD,32.7922206,-97.2623528,2,76117,OK,street_address
7540,ROOFTOP,"1653 N 37th St, Fort Pierce, FL 34947, USA",ChIJfeiFEGPx3ogR80zkgxUHt7o,1653 NORTH 37TH,27.4633155,-80.3623415,1,34947,OK,premise
7541,ROOFTOP,"2101 W Iowa Ave, Chickasha, OK 73018, USA",ChIJj2aUXlObrYcRF0nERJR6848,2101 WEST IOWA AVE,35.0472717,-97.9603505,1,73018,OK,premise
7542,ROOFTOP,"344 Atlantic Ave, Brooklyn, NY 11201, USA",ChIJHRJElU1awokRb7jkFZ-d7cA,344 ATLANTIC AVE,40.6876992,-73.987288,1,11201,OK,premise
7543,RANGE_INTERPOLATED,"603 S 8th Ave, Laurel, MT 59044, USA",EiQ2MDMgUyA4dGggQXZlLCBMYXVyZWwsIE1UIDU5MDQ0LCBVU0EiGxIZChQKEgnbhlK3Fo5IUxFWQi2ZFOht3xDbBA,603 SOUTH 8TH AVENUE,45.6643961,-108.781399,2,59044,OK,street_address
7544,ROOFTOP,"24807 Gatewood St, Moreno Valley, CA 92551, USA",ChIJLzD7_uam3IAR2fQh4zROWLs,24807 GATEWOOD STREET,33.8859144,-117.2291902,1,92551,OK,premise
7545,ROOFTOP,"69 Storey Ave, Newburyport, MA 01950, USA",ChIJC9VQE9Xj4okRrH2qO37R6FI,69 STOREY AVENUE,42.8199094,-70.9086755,1,1950,OK,"car_repair,establishment,point_of_interest"
7546,ROOFTOP,"4723 231st St Ct E, Spanaway, WA 98387, USA",ChIJX3MNppIckVQRsEmxNOI37Jo,4723 231ST STREET COURT EAST,47.0473192,-122.3669672,1,98387,OK,premise
7547,ROOFTOP,"2124 Eastwood Ct, Modesto, CA 95355, USA",ChIJg_lchuxWkIARZdnr-ooCHMM,2124 EASTWOOD COURT,37.6933846,-120.9583445,1,95355,OK,premise
7548,ROOFTOP,"1202 Hadar Rd, Bakersfield, CA 93307, USA",ChIJ68AzxTMV6oAReJx3c0ODdGo,1202 HADAR ROAD,35.2880059,-119.0148274,1,93307,OK,premise
7549,ROOFTOP,"142 Brackett St, Westbrook, ME 04092, USA",ChIJN8-hRw6askwRFsvrtO5Unc4,142 BRACKET AVENUE,43.6717796,-70.3676973,1,4092,OK,street_address
7550,ROOFTOP,"529 Cressy Rd, Bel Air, MD 21014, USA",ChIJiS1CP9Pdx4kRJaCy_woJKU8,529 CRESSY ROAD,39.5414198,-76.3564251,1,21014,OK,premise
7551,ROOFTOP,"27 Stoddard St, Seymour, CT 06483, USA",ChIJOd2wKZbd54kRdTcoqIj6Q1M,27- 29 STODDARD STREET,41.3926375,-73.0642542,1,6483,OK,premise
7552,ROOFTOP,"19 Danbury St SW, Washington, DC 20032, USA",ChIJE2QFugm6t4kRbuxUWE3oCOg,19 DANBURY STREET S.W,38.827988,-77.008542,2,20032,OK,street_address
7553,ROOFTOP,"2470 Sylvan Moor Ln, Woodbridge, VA 22191, USA",ChIJ25ZrNiv_tokRqT9rjJ-N1WM,2470 SYLVAN MOOR LANE,38.587624,-77.286057,1,22191,OK,street_address
7554,ROOFTOP,"4824 Aquamarine Way, Cypress, CA 90630, USA",ChIJ275bxCYs3YARqYEcrBpPD78,4824 AQUAMARINE WAY,33.83224,-118.048859,1,90630,OK,street_address
7555,ROOFTOP,"25840 Viana Ave, Lomita, CA 90717, USA",ChIJJ2fdb0JK3YARaXQI_dZrMi0,25840 VIANA AVENUE A,33.7883247,-118.3236156,1,90717,OK,premise
7556,ROOFTOP,"70 Durham Ct, Palm Harbor, FL 34683, USA",ChIJfUCJkFjywogRMiZzpWssEZ0,70 DURHAM COURT,28.0612671,-82.763592,1,34683,OK,premise
7557,ROOFTOP,"7425 S 3rd Ave, Phoenix, AZ 85041, USA",ChIJ1W2OAWoQK4cRzjfbLdw046E,7425 SOUTH 3RD AVENUE,33.3789015,-112.0773286,1,85041,OK,premise
7558,ROOFTOP,"1861 SE 13th St, Homestead, FL 33035, USA",ChIJSxgEVPfd2YgRqsksMrRNBPU,1861 SOUTHEAST 13TH STREET,25.4579797,-80.4496664,1,33035,OK,premise
7559,ROOFTOP,"12605 Panorama Dr, Burleson, TX 76028, USA",ChIJ94eRuj9pToYReob9wQjhmLw,12605 PANORAMA DRIVE,32.5743197,-97.3280914,1,76028,OK,premise
7560,ROOFTOP,"10673 Hyacinth Cir, Hanford, CA 93230, USA",ChIJk1RbKlrBlIARzQPcnCjCU6U,10673 HYACINTH CIRCLE,36.3183734,-119.7021963,1,93230,OK,premise
7561,ROOFTOP,"15073 Riverview Ln, Victorville, CA 92394, USA",ChIJy78MvHlvw4ARV8yD0FLom84,15073 RIVERVIEW LANE,34.5244694,-117.371494,1,92394,OK,premise
7562,ROOFTOP,"402 SW Log Dr, Port St. Lucie, FL 34953, USA",ChIJK8lPgXbC3ogR7DLFN8Uo9ko,402 SOUTHWEST LOG DRIVE,27.2120429,-80.3377167,1,34953,OK,premise
7563,ROOFTOP,"809 SW Paul Revere Terrace, Port St. Lucie, FL 34953, USA",ChIJEfaTOtHr3ogRNF4kKx7oVE4,809 SOUTHWEST PAUL REVERE TERRAC,27.272116,-80.3722125,1,34953,OK,premise
7564,ROOFTOP,"2113 SE Heathwood Cir, Port St. Lucie, FL 34952, USA",ChIJF_3UDhjm3ogRGeUrXmsJ6jI,2113 SE HEATHWOOD CIRCLE,27.280551,-80.2664774,1,34952,OK,premise
7565,ROOFTOP,"22117 Creekview Dr, Gaithersburg, MD 20882, USA",ChIJcZgtHzIrtokRog5h30BNcXc,22117 CREEKVIEW DR,39.2206968,-77.1998703,1,20882,OK,premise
7566,ROOFTOP,"18461 Thomas Ct, Adelanto, CA 92301, USA",ChIJIY0ppptxw4AR6UpmH64RFpE,18461 THOMAS COURT,34.5861586,-117.4407492,1,92301,OK,premise
7567,ROOFTOP,"6807 Lynford St, Philadelphia, PA 19149, USA",ChIJxT_3vZm2xokRaCQ9jzq_PBk,6807 LYNFORD STREET,40.0437691,-75.0709135,1,19149,OK,premise
7568,ROOFTOP,"115-67 231st St, Jamaica, NY 11411, USA",ChIJ-Yv9v-tjwokRomA01PrbHvI,115-67 231 STREET,40.695224,-73.728632,1,11411,OK,street_address
7569,ROOFTOP,"9406 Hobart St, Springdale, MD 20774, USA",ChIJQcbAQTHAt4kRIqXtpzW9gcg,9406 HOBART STREET,38.9396729,-76.8418922,1,20774,OK,premise
7570,,,,,,,,,,
7571,ROOFTOP,"9652 Dicky St, Pico Rivera, CA 90660, USA",ChIJZ9UhLIjRwoARKTI9E7g6jBo,9652 DICKY STREET,33.9859761,-118.0797352,1,90660,OK,premise
7572,ROOFTOP,"49 Leach St, Stoughton, MA 02072, USA",ChIJD3YkCQOE5IkRtQopHWP9AQA,49 LEACH STREET,42.1223651,-71.0933594,1,2072,OK,premise
7573,ROOFTOP,"3432 Coleman Ave, Memphis, TN 38122, USA",ChIJX2x2ChOBf4gRBbFnw4sLbNs,3432 COLEMAN AVENUE,35.1559811,-89.9463634,1,38122,OK,premise
7574,ROOFTOP,"54 Deer Park St, Bay Shore, NY 11706, USA",ChIJyTVp__Et6IkRbR9Y31LG7Qc,54 DEER PARK STREET,40.757861,-73.2880766,1,11706,OK,premise
7575,ROOFTOP,"12644 E Ave X, Pearblossom, CA 93553, USA",ChIJFeQv12ACw4ARbBdsVHJLBjw,12644 EAST AVENUE X,34.4842975,-117.9040745,1,93553,OK,premise
7576,ROOFTOP,"13705 SW 106th Terrace, Miami, FL 33186, USA",ChIJpw_jL6_B2YgRpdLm0wwbJxU,13705 SOUTHWEST 106 TERRACE,25.6687571,-80.4165907,1,33186,OK,premise
7577,ROOFTOP,"5162 Myra Ave, Cypress, CA 90630, USA",ChIJs9Jo_JUu3YAR4vmnROMgBk4,5162 MYRA AVE.,33.8146777,-118.0425084,1,90630,OK,premise
7578,ROOFTOP,"7404 Cedar Grove Ln, Elkridge, MD 21075, USA",ChIJgwVpCf7gt4kRKq74CkE1g_o,7404 CEDAR GROVE LANE,39.1797668,-76.7808314,1,21075,OK,premise
7579,ROOFTOP,"112 Pressey Village Rd, Deer Isle, ME 04627, USA",ChIJX0JlL6yDrkwRs96enm2NhZs,112 PRESSY VILLAGE ROAD,44.2254391,-68.7003859,1,4627,OK,"establishment,point_of_interest"
7580,ROOFTOP,"16 Farson Ln, Palm Coast, FL 32137, USA",ChIJIQ7JxyKU5ogRsKt9tsDQvI0,16 FARSON LANE,29.5804814,-81.2283253,1,32137,OK,premise
7581,ROOFTOP,"3847 Waterbury Dr, Dayton, OH 45439, USA",ChIJYxEtqUGGQIgR8BOBn8AAm90,3847 WATERBURY DRIVE,39.6961954,-84.2091259,1,45439,OK,premise
7582,ROOFTOP,"2216 Barbe St, Lake Charles, LA 70601, USA",ChIJI-DJFHWGO4YRNyrh5CmeYg0,2216 BARBE STREET,30.2099946,-93.2367194,1,70601,OK,premise
7583,ROOFTOP,"624 Launcelot Rd, Jackson, MS 39206, USA",ChIJJfNLpk7NKYYR70DrlYtgMJ0,624 LAUNCELOT ROAD,32.361851,-90.162869,1,39206,OK,street_address
7584,ROOFTOP,"70 Chesapeake Ct, Lafayette, IN 47909, USA",ChIJQeUCe6gdE4gR-EChv-k0NjQ,70 CHESAPEAKE COURT,40.3869953,-86.8717248,1,47909,OK,premise
7585,ROOFTOP,"18513 Wakenden, Redford Charter Twp, MI 48240, USA",ChIJMV0ILy60JIgRaG5clNsqmFg,18513 WAKENDEN STREET,42.424473,-83.300883,2,48240,OK,street_address
7586,,,,,,,,,,
7587,ROOFTOP,"26455 Santa Rosa Dr, Moreno Valley, CA 92555, USA",ChIJsxl9URSn3IAR0ANZmJ20Jdk,26455 SANTA ROSA DRIVE,33.8929089,-117.2005029,1,92555,OK,premise
7588,ROOFTOP,"4626 Bay Summit Pl, San Diego, CA 92117, USA",ChIJ06lHjiEA3IARD3F0hVwgPWg,4626 BAY SUMMIT PL,32.7941289,-117.1990099,1,92117,OK,premise
7589,ROOFTOP,"2473 Alamanda Ave, Deltona, FL 32738, USA",ChIJlzXMLfMX54gRhPRNaLA94N4,2473 ALAMANDA AVENUE,28.9347814,-81.185483,1,32738,OK,premise
7590,ROOFTOP,"118 Charlotte St, Fall River, MA 02720, USA",ChIJ_X3_7Aj55IkR6c2b9JeYmNs,118 CHARLOTTE STREET,41.7114784,-71.1313206,1,2720,OK,premise
7591,ROOFTOP,"8516 SW 92nd Ln, Gainesville, FL 32608, USA",ChIJD2NkbCuW6IgRjIC4Y-MSiDA,8516 SW 92 LANE,29.5688233,-82.4336762,1,32608,OK,premise
7592,ROOFTOP,"1825 Colonial Woods Blvd, Orlando, FL 32826, USA",ChIJNQWyreRn54gRs2dRCJsUV54,1825 COLONIAL WOODS BOULEVARD,28.5657817,-81.1749652,1,32826,OK,premise
7593,ROOFTOP,"62 Mountain Terrace Cir, Maumelle, AR 72113, USA",ChIJrx3Sqp2f0ocRstFjOfGN-xg,62 MOUNTAIN TERRACE,34.8523952,-92.4232488,1,72113,OK,street_address
7594,ROOFTOP,"12640 Cowley Ave, Downey, CA 90242, USA",ChIJZbTYpWzNwoARBmFQ9QhfMuk,12640 COWLEY AVENUE,33.915832,-118.1349425,1,90242,OK,premise
7595,ROOFTOP,"3153 SW 7th St, Miami, FL 33135, USA",ChIJGZHjKQm32YgRbIpWpUlafUc,3153 SOUTHWEST 7TH STREET,25.766062,-80.2460577,1,33135,OK,premise
7596,ROOFTOP,"1420 Visalia St, Oxnard, CA 93035, USA",ChIJ7SEH_XBO6IARwRdkxqkExl8,1420 VISALIA STREET,34.1849248,-119.1999523,1,93035,OK,premise
7597,ROOFTOP,"5001 W Weldon Ave, Phoenix, AZ 85031, USA",ChIJNxlSHMAUK4cRYuxPiCKDwz8,5001 WEST WELDON AVE,33.490412,-112.1678683,1,85031,OK,premise
7598,ROOFTOP,"10335 Fairgrove Ave, Tujunga, CA 91042, USA",ChIJsx7VwlvrwoARmbYhos2nXow,10335 FAIRGROVE AVENUE,34.2569015,-118.2835296,1,91042,OK,premise
7599,,,,,,,,,,
7600,,,,,,,,,,
7601,ROOFTOP,"1035 Long Ln, Millersville, PA 17551, USA",ChIJ2_JMakUvxokRRgCZncfHGkg,1035 LONG LANE,39.975369,-76.350947,1,17551,OK,street_address
7602,ROOFTOP,"109-17 164th St, Jamaica, NY 11433, USA",ChIJd9cI1C5hwokR6ct9gcTVhq8,109-17 164TH STREET,40.694928,-73.788658,1,11433,OK,street_address
7603,ROOFTOP,"1224 E 98th St, Brooklyn, NY 11236, USA",ChIJfRuOqd1cwokReo3n2V-dm3k,1224 EAST 98TH STREET,40.641943,-73.897651,1,11236,OK,street_address
7604,ROOFTOP,"5627 E Boniwood Turn, Clinton, MD 20735, USA",ChIJcfsgalyjt4kRRfRFx4gfvzg,5627 EAST BONIWOOD TURN,38.7315029,-76.910655,1,20735,OK,street_address
7605,ROOFTOP,"10910 SW 181st Terrace, Palmetto Bay, FL 33157, USA",ChIJESogtovD2YgRQ7RUs6SHTLc,10910 SOUTHWEST 181 TERRACE,25.600403,-80.369084,1,33157,OK,street_address
7606,ROOFTOP,"2106 Arbour Walk Cir APT 2922, Naples, FL 34109, USA",ChIJ80y_ctQd24gROvXsokDBC3w,2106 ARBOUR WALK UNIT 2922,26.2265913,-81.7738353,1,34109,OK,subpremise
7607,,,,,,,,,,
7608,,,,,,,,,,
7609,APPROXIMATE,"Hilton Head Island, SC, USA",ChIJrRnTjtx5_IgRPSii63qm5Sw,22844 HILTON HEAD DRIVE 169,32.216316,-80.752608,1,,OK,"locality,political"
7610,ROOFTOP,"10809 Garden Mist Dr, Las Vegas, NV 89135, USA",ChIJQVPbPyG_yIARETZ6MuNvSD8,10809 GARDEN MIST DRIVE 2004,36.1254301,-115.3268989,1,89135,OK,street_address
7611,,,,,,,,,,
7612,ROOFTOP,"15338 Calle Camelia, Moreno Valley, CA 92555, USA",ChIJTTcP6xGn3IARxMCVMuufWj4,15338 CALLE CAMELIA,33.8982888,-117.2041537,1,92555,OK,premise
7613,RANGE_INTERPOLATED,"125 E Constitution Ave, Spring Grove, PA 17362, USA",EjMxMjUgRSBDb25zdGl0dXRpb24gQXZlLCBTcHJpbmcgR3JvdmUsIFBBIDE3MzYyLCBVU0EiGhIYChQKEgntHgzRml_IiRH7-zgKFaUCBhB9,125 EAST CONSTITUTION AVENUE,39.874834,-76.8629301,2,17362,OK,street_address
7614,ROOFTOP,"11501 Wishing Well Ln, Clermont, FL 34711, USA",ChIJv_LqW0KJ54gR4ytHadY1TEE,11501 WISHING WELL LANE,28.4952669,-81.7645598,1,34711,OK,premise
7615,ROOFTOP,"9709 Riata Ln, Bakersfield, CA 93306, USA",ChIJ1X3lJXhu6oARtoBvl8Se8Cw,9709 RIATA LANE,35.4059375,-118.8950522,1,93306,OK,premise
7616,RANGE_INTERPOLATED,"45251 Mays St, Lancaster, CA 93535, USA",Eic0NTI1MSBNYXlzIFN0LCBMYW5jYXN0ZXIsIENBIDkzNTM1LCBVU0EiHBIaChQKEglxn0g_NVDCgBGlWIpCwcnPDBDD4QI,45251 MAYS STREET,34.7058999,-118.0667609,1,93535,OK,street_address
7617,ROOFTOP,"374 Walker St, Staten Island, NY 10303, USA",ChIJ_Q49wLlNwokRcVri6FJetlo,374 WALKER STREET,40.631683,-74.1518176,2,10303,OK,street_address
7618,,,,,,,,,,
7619,ROOFTOP,"874 Blake Ave, Brooklyn, NY 11207, USA",ChIJw8DH96xdwokRtm1NRpoHEjs,874 BLAKE AVENUE,40.6689182,-73.8861232,1,11207,OK,street_address
7620,ROOFTOP,"745 Grand Terrace Ave, Baldwin, NY 11510, USA",ChIJVZ2JZIx8wokRwHpn-3ZpIPo,745 GRAND TERRACE AVENUE,40.679389,-73.6133071,1,11510,OK,premise
7621,ROOFTOP,"744 Henry St, Uniondale, NY 11553, USA",ChIJM-vDNrF9wokRPS7bbxt6oPY,744 HENRY STREET,40.7049202,-73.5893405,2,11553,OK,premise
7622,ROOFTOP,"1739 Chandon Way, Oakley, CA 94561, USA",ChIJh2kn63NWhYARXCTOPs3qmIM,1739 CHANDON WAY,38.0052647,-121.7264591,1,94561,OK,premise
7623,ROOFTOP,"33240 Walls St, Lake Elsinore, CA 92530, USA",ChIJ3e8zOmSa3IARvO07l_oJ8uc,33240 WALLS STREET,33.6350749,-117.3450636,1,92530,OK,premise
7624,ROOFTOP,"271 Grand Ave, Long Beach, CA 90803, USA",ChIJa7MK5a0x3YAROO8yTQQbjMo,271 GRAND AVENUE,33.7677209,-118.1483142,3,90803,OK,premise
7625,ROOFTOP,"446 W Peach St, Compton, CA 90222, USA",ChIJudsAigrLwoARDobTIetHa8o,446 WEST PEACH STREET,33.9057769,-118.2322061,1,90222,OK,premise
7626,ROOFTOP,"216 Station Pl, Mt Vernon, NY 10552, USA",ChIJj3pav2iNwokR64NmdlFl0Xg,216 STATION PLACE,40.9171225,-73.8136473,1,10552,OK,premise
7627,ROOFTOP,"2275 SW 28th St, Miami, FL 33133, USA",ChIJK654L0u22YgRLpX_s1tvG9A,2275 SOUTHWEST 28 STREET,25.739701,-80.231458,1,33133,OK,street_address
7628,ROOFTOP,"620 Ohio Ave, Midland, PA 15059, USA",ChIJgTeZklRrNIgREmOtkECn1JM,620 OHIO AVENUE,40.6401834,-80.4528495,3,15059,OK,premise
7629,ROOFTOP,"15460 SW 68th Ln, Miami, FL 33193, USA",ChIJrfU91iLA2YgR3T7Xv00pQXM,15460 SOUTHWEST 68 LANE,25.7006558,-80.4441909,1,33193,OK,premise
